ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD
1090,Low,F,S,1,2929.13,N,54,14001.4,88,7000.7,700.07,22.0,3,5,700.07
1091,High,F,M,2,41876.6,Y,44,6780.68,132,1695.17,169.517,19.8,1,17,0.0
1092,Low,M,M,0,96223.4,Y,65,11811.18,5,5905.59,590.559,1.25,2,6,590.559
1093,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,5,16,0.0
1094,High,M,M,0,69168.4,Y,62,14161.42,214,7080.71,708.071,53.5,4,5,0.0
1095,Medium,M,M,1,92148.5,Y,30,7000.7,100,1750.175,175.0175,15.0,2,15,0.0
1096,High,M,M,0,96681.0,Y,20,8000.8,40,2000.2,200.02,6.0,5,18,0.0
1097,High,M,S,0,62705.9,Y,38,9000.9,6,2250.225,225.0225,0.9,5,15,0.0
1098,Medium,M,S,0,80221.2,N,29,7000.7,49,1750.175,175.0175,7.35,3,15,0.0
1099,High,M,S,0,84479.2,N,39,2000.2,43,500.05,50.005,6.45,1,17,0.0
1100,Low,F,M,2,64977.4,N,38,28112.81,17,14056.405,1405.6405,4.25,5,9,1405.6405
1101,Low,F,M,0,77994.0,N,51,12401.24,89,6200.62,620.062,22.25,4,5,620.062
1102,Low,M,M,2,90103.7,N,35,12231.22,45,6115.61,611.561,11.25,5,8,611.561
1103,Low,F,M,0,59008.4,Y,30,12861.29,18,6430.645,643.0645,4.5,3,10,643.0645
1104,Medium,M,S,1,5265.35,N,53,2330.23,23,582.5575,58.25575,3.45,1,12,0.0
1105,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,3,15,0.0
1106,Low,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,3,9,1070.607
1107,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,3,19,0.0
1108,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,4,9,0.0
1109,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,4,13,0.0
1110,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,7,930.093
1111,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,4,9,0.0
1112,Low,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,3,10,1082.108
1113,Low,F,S,2,16938.5,N,46,13351.34,8,6675.67,667.567,2.0,2,6,667.567
1114,High,F,M,0,55221.0,N,61,490.05,15,122.5125,12.25125,2.25,1,20,0.0
1115,High,F,M,1,8073.11,N,55,28702.87,60,14351.435,1435.1435,15.0,3,5,0.0
1116,High,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,3,7,0.0
1117,High,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,4,7,0.0
1118,Medium,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,10,0.0
1119,High,M,S,1,31952.0,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0
1120,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,3,5,1455.6455
1121,Low,F,S,0,42760.5,N,52,13471.35,40,6735.675,673.5675,10.0,4,6,673.5675
1122,Low,F,S,1,49072.0,N,42,23502.35,10,11751.175,1175.1175,2.5,1,9,1175.1175
1123,Low,F,M,0,27371.8,Y,43,16141.61,126,8070.805,807.0805,31.5,3,9,807.0805
1124,High,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,1,6,0.0
1125,High,F,M,0,95405.7,N,55,7740.77,6,1935.1925,193.51925,0.9,2,17,0.0
1126,High,F,S,0,95786.8,Y,52,21332.13,87,10666.065,1066.6065,21.75,3,5,0.0
1127,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,12,0.0
1128,Low,M,D,1,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,8,901.09
1129,Medium,F,M,2,56187.0,N,46,8090.81,13,2022.7025,202.27025,1.95,4,12,0.0
1130,High,F,S,1,35089.0,N,24,23562.36,206,11781.18,1178.118,51.5,3,9,0.0
1131,Medium,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,3,11,0.0
1132,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,4,7,622.5625
1133,High,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,9,0.0
1134,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,5,7,1011.101
1135,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,11,0.0
1136,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,1,17,0.0
1137,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,5,10,872.087
1138,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,1,8,1119.612
1139,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,5,7,577.0575
1140,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,1,5,0.0
1141,High,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,5,7,0.0
1142,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,9,1472.147
1143,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,8,0.0
1144,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,1,10,0.0
1145,High,M,S,2,21021.6,Y,63,3000.3,11,750.075,75.0075,1.65,4,15,0.0
1146,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,7,0.0
1147,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,4,6,1398.64
1148,Medium,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,4,6,0.0
1149,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,9,1493.1495
1356,High,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,1,18,0.0
1357,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,2,6,0.0
1358,Low,F,S,0,41000.0,N,22,28002.8,262,14001.4,1400.14,65.5,5,6,1400.14
1359,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,7,1110.111
1360,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,4,7,586.0585
1361,High,M,S,0,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,2,19,0.0
1362,Low,F,M,1,32962.6,N,24,25772.58,26,12886.29,1288.629,6.5,1,10,1288.629
1363,High,F,S,0,42000.0,N,21,39003.9,154,19501.95,1950.195,38.5,3,10,0.0
1364,High,F,S,0,39000.0,N,22,59005.9,61,29502.95,2950.295,15.25,4,10,0.0
1365,Low,F,S,2,42000.0,N,20,43004.3,35,21502.15,2150.215,8.75,1,9,2150.215
1366,Low,F,D,1,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,8,700.07
1367,Low,F,S,2,35089.0,N,18,42004.2,38,21002.1,2100.21,9.5,2,6,2100.21
1368,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,2,6,1422.6425
1369,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,5,5,0.0
1370,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,3,10,0.0
1371,Medium,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,3,8,0.0
1372,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,10,0.0
1373,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,1,10,0.0
1374,Low,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,7,1070.607
1375,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,2,18,0.0
1376,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,5,0.0
1377,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,5,10,0.0
1378,High,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,6,0.0
1379,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,4,9,0.0
1380,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,4,8,0.0
1381,High,F,S,2,16938.5,N,42,13351.34,8,6675.67,667.567,2.0,4,9,0.0
1382,Medium,F,M,0,55221.0,N,46,490.05,15,122.5125,12.25125,2.25,3,11,0.0
1383,High,F,M,1,8073.11,N,47,28702.87,60,14351.435,1435.1435,15.0,4,9,0.0
1384,High,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,1,6,0.0
1385,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,5,9,1441.144
1386,Low,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,5,9,1496.6495
1387,High,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,8,0.0
1388,High,F,S,0,42760.5,N,48,13471.35,40,6735.675,673.5675,10.0,1,9,0.0
1389,Medium,F,S,1,49072.0,N,53,23502.35,10,11751.175,1175.1175,2.5,4,9,0.0
1390,High,F,M,0,27371.8,Y,62,16141.61,126,8070.805,807.0805,31.5,2,9,0.0
1391,Low,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,3,5,801.08
1392,Medium,F,M,0,95405.7,N,62,7740.77,6,1935.1925,193.51925,0.9,5,14,0.0
1393,Low,F,S,0,95786.8,Y,41,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065
1394,High,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,2,17,0.0
1395,High,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,5,6,0.0
1396,High,F,M,2,56187.0,N,43,8090.81,13,2022.7025,202.27025,1.95,3,16,0.0
1397,High,F,S,1,35000.0,N,24,23562.36,206,11781.18,1178.118,51.5,2,5,0.0
1398,Medium,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,1,18,0.0
1399,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,1,10,622.5625
1400,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,8,1326.1325
1401,High,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,1,7,0.0
1402,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,2,11,0.0
1403,High,M,S,0,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,5,18,0.0
1404,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,7,0.0
1405,High,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,4,9,0.0
1406,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,2,6,0.0
1407,Low,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,2,7,741.574
1408,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,3,9,1022.6025
1409,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,4,5,0.0
1410,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,10,1119.112
1411,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,2,6,0.0
1412,High,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,5,16,0.0
1413,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,5,6,1276.6275
1414,Medium,F,M,1,43894.5,N,40,29282.93,40,14641.465,1464.1465,10.0,1,7,0.0
1415,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,5,8,1398.64
1416,Low,F,S,1,94278.7,Y,53,26682.67,9,13341.335,1334.1335,2.25,5,6,1334.1335
1417,High,F,M,0,83900.2,N,45,28212.82,8,14106.41,1410.641,2.0,5,8,0.0
1418,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,2,8,1139.614
1419,Low,F,M,0,91708.4,N,37,17211.72,31,8605.86,860.586,7.75,5,7,860.586
1420,Low,F,S,0,64335.0,Y,19,17001.7,137,8500.85,850.085,34.25,5,10,850.085
1421,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,7,1493.1495
1422,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,5,0.0
1423,High,F,S,0,76142.0,N,32,28422.84,84,14211.42,1421.142,21.0,5,5,0.0
1424,High,F,M,1,46513.5,N,30,17061.71,41,8530.855,853.0855,10.25,5,6,0.0
1425,High,M,S,1,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,5,20,0.0
1426,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,8,1107.611
1427,High,F,S,0,98716.3,N,56,20972.1,13,10486.05,1048.605,3.25,2,5,0.0
1428,Low,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,1,6,582.058
1429,Low,F,S,2,6440.46,Y,46,22662.27,27,11331.135,1133.1135,6.75,4,5,1133.1135
1430,Medium,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,5,11,0.0
1431,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,3,15,0.0
1432,High,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,3,5,0.0
1433,Medium,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,1,12,0.0
1434,High,F,M,0,78851.3,N,48,370.04,28,92.51,9.251,4.2,4,15,0.0
1435,Medium,M,S,0,72928.2,N,39,7450.75,196,1862.6875,186.26875,29.4,5,12,0.0
1436,Low,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,1,9,1349.635
1437,High,F,M,0,83891.9,Y,61,28922.89,45,14461.445,1446.1445,11.25,5,9,0.0
1438,High,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,5,18,0.0
1439,High,F,S,0,73228.3,N,70,22472.25,28,11236.125,1123.6125,7.0,4,8,0.0
1440,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,7,0.0
1441,Medium,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,2,7,0.0
1442,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,4,5,1371.137
1443,Low,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,3,9,598.06
1444,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,3,7,0.0
1445,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,10,0.0
1446,Low,M,M,1,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,3,10,1471.647
1447,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,1,9,595.5595
1448,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,3,15,0.0
1449,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,4,10,1297.1295
1450,High,F,M,0,66666.0,N,60,29642.96,90,14821.48,1482.148,22.5,3,8,0.0
1451,High,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,2,9,0.0
1452,High,M,S,0,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,5,16,0.0
1453,High,F,M,1,77000.0,Y,48,6080.61,30,1520.1525,152.01525,4.5,4,19,0.0
1454,High,F,M,1,98680.4,Y,43,17581.76,8,8790.88,879.088,2.0,4,9,0.0
1455,High,M,M,0,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,3,9,0.0
1456,Low,F,M,1,95620.3,Y,46,10911.09,93,5455.545,545.5545,23.25,1,7,545.5545
1457,High,F,S,0,85275.0,N,70,22482.25,151,11241.125,1124.1125,37.75,1,9,0.0
1458,High,F,M,1,66921.4,Y,55,15701.57,8,7850.785,785.0785,2.0,5,5,0.0
1642,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,2,5,1110.111
1643,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,3,5,586.0585
1644,High,M,S,0,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,4,15,0.0
1645,High,F,M,1,28000.0,N,23,45004.5,26,22502.25,2250.225,6.5,3,8,0.0
1646,Low,F,S,0,38000.0,N,24,29002.9,154,14501.45,1450.145,38.5,3,5,1450.145
1647,Medium,F,S,0,32962.6,N,21,45004.5,61,22502.25,2250.225,15.25,4,6,0.0
1648,High,F,S,2,42000.0,N,22,33003.3,35,16501.65,1650.165,8.75,1,8,0.0
1649,Low,F,D,1,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,9,700.07
1650,Low,F,S,2,43000.0,N,23,28002.8,38,14001.4,1400.14,9.5,5,10,1400.14
1651,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,2,5,1422.6425
1652,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,1,8,698.07
1653,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,4,10,0.0
1654,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,6,1474.6475
1655,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,12,0.0
1656,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,4,15,0.0
1657,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,6,0.0
1658,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,5,12,0.0
1659,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,9,0.0
1660,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,4,10,0.0
1661,High,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,2,7,0.0
1662,Low,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,2,7,1041.604
1663,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,2,7,0.0
1664,Low,F,S,2,16938.5,N,48,13351.34,8,6675.67,667.567,2.0,4,5,667.567
1665,Medium,F,M,0,55221.0,N,62,490.05,15,122.5125,12.25125,2.25,4,10,0.0
1666,High,F,M,1,8073.11,N,41,28702.87,60,14351.435,1435.1435,15.0,4,8,0.0
1667,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,5,5,1212.121
1668,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,3,7,1441.144
1669,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,5,6,0.0
1670,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,3,8,1455.6455
1671,High,F,S,0,42760.5,N,43,13471.35,40,6735.675,673.5675,10.0,4,7,0.0
1672,Low,F,S,1,49072.0,N,46,23502.35,10,11751.175,1175.1175,2.5,5,6,1175.1175
1673,Medium,F,M,0,27371.8,Y,70,16141.61,126,8070.805,807.0805,31.5,3,10,0.0
1674,High,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,1,9,0.0
1675,High,F,M,0,95405.7,N,47,7740.77,6,1935.1925,193.51925,0.9,5,19,0.0
1676,Low,F,S,0,95786.8,Y,58,21332.13,87,10666.065,1066.6065,21.75,4,9,1066.6065
1677,Medium,M,S,0,90321.6,N,38,870.09,11,217.5225,21.75225,1.65,1,15,0.0
1678,Low,M,S,1,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,6,901.09
1679,High,F,M,2,56187.0,N,43,8090.81,13,2022.7025,202.27025,1.95,1,15,0.0
1680,High,F,S,1,41000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,5,0.0
1681,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,1,7,0.0
1593,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,3,10,1297.1295
1594,Low,F,M,0,68000.0,N,45,29642.96,90,14821.48,1482.148,22.5,4,6,1482.148
1595,High,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,2,10,0.0
1596,High,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,4,18,0.0
1597,High,F,M,1,80000.0,Y,63,6080.61,30,1520.1525,152.01525,4.5,1,19,0.0
1598,High,F,M,1,98680.4,Y,59,17581.76,8,8790.88,879.088,2.0,1,10,0.0
1599,Low,F,M,2,65619.7,Y,55,13561.36,144,6780.68,678.068,36.0,3,6,678.068
1600,Low,F,M,1,95620.3,Y,49,10911.09,93,5455.545,545.5545,23.25,3,5,545.5545
1601,High,F,D,1,85275.0,N,52,22482.25,151,11241.125,1124.1125,37.75,3,9,0.0
1602,High,F,M,1,66921.4,Y,42,15701.57,8,7850.785,785.0785,2.0,5,6,0.0
1603,Low,F,M,1,98453.6,Y,43,13721.37,11,6860.685,686.0685,2.75,4,8,686.0685
1604,High,F,S,2,57420.0,Y,47,25182.52,252,12591.26,1259.126,63.0,3,6,0.0
1605,High,M,M,0,58986.2,N,27,3930.39,26,982.5975,98.25975,3.9,1,18,0.0
1606,Low,F,M,2,47639.1,N,42,17481.75,39,8740.875,874.0875,9.75,4,7,874.0875
1607,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,5,5,1143.6145
1608,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,1,15,0.0
1609,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,4,10,747.0745
1610,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,4,10,0.0
1611,Low,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,2,9,617.0615
1612,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,1,16,0.0
1613,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,4,9,1097.1095
1614,High,F,S,2,11251.1,Y,61,28422.84,113,14211.42,1421.142,28.25,1,8,0.0
1615,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,5,6,948.595
1616,Medium,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,3,9,0.0
1617,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,1,9,1320.132
1618,High,F,M,1,30000.0,N,20,59005.9,8,29502.95,2950.295,2.0,5,9,0.0
1619,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,14,0.0
1620,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,5,8,0.0
1621,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,7,850.585
1622,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,4,7,543.5545
1623,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,1,6,0.0
1624,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,2,14,0.0
1625,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,2,7,0.0
1626,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765
1627,High,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,2,6,0.0
1628,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,5,17,0.0
1629,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,3,8,557.0555
1630,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,2,17,0.0
1631,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0
1632,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,4,11,0.0
1633,High,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,4,20,0.0
1634,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
1635,High,F,M,1,14085.5,N,21,43004.3,160,21502.15,2150.215,40.0,5,8,0.0
1636,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,4,15,0.0
1637,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,2,9,1123.1125
1638,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,1,14,0.0
1639,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,5,11,0.0
1640,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,5,5,0.0
1641,High,F,S,0,32962.6,N,24,42004.2,262,21002.1,2100.21,65.5,5,10,0.0
1848,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,4,14,0.0
1849,Medium,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,5,10,0.0
1850,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,5,6,0.0
1851,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,3,7,0.0
1852,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,4,10,0.0
1853,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,3,6,1097.1095
1854,Low,F,S,2,11251.1,Y,62,28422.84,113,14211.42,1421.142,28.25,3,7,1421.142
1855,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,2,11,0.0
1856,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,1,9,948.595
1857,Low,F,S,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,3,10,947.0945
1858,High,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,2,10,0.0
1859,High,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,3,17,0.0
1860,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,2,5,0.0
1861,High,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,2,9,0.0
1862,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,4,6,543.5545
1863,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,4,10,1093.6095
1864,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,1,19,0.0
1865,Low,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,5,7,1043.1045
1866,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765
1867,High,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,1,7,0.0
1868,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,4,15,0.0
1869,High,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,1,8,0.0
